04|FAEKAR|2026-01-01|2026-01-01 10:43:58.850000|1|1|FFT||94249368|0|HK||K6 ||||||VN||||0
04|GDFUVW|2026-01-01|2026-01-01 11:21:13.060000|1|1|FFT||93155607|0|HK||K6 ||||||VN||||0
04|CVBESD|2026-01-01|2026-01-01 11:36:06.824000|1|1|FFT||9064226776|0|HK||K6 ||||||VN||||0
04|JQXQKS|2026-01-01|2026-01-01 11:56:07.435000|1|1|FFT||9064226776|0|HK||K6 ||||||VN||||0
04|JNVVOO|2026-01-01|2026-01-01 12:16:06.775000|1|1|FFT||9064226776|0|HK||K6 ||||||VN||||0
04|CRLZTB|2026-01-01|2026-01-01 12:28:47.433000|1|1|FFT||9055826393|0|HK||K6 ||||||VN||||0
04|QHEHLY|2026-01-01|2026-01-01 12:33:51.553000|1|1|FFT||9055826393|0|HK||K6 ||||||VN||||0
04|ENQAIS|2025-10-12|2026-01-01 15:47:12.746000|3|3|FFT||WE5179871|0|HK||K6 ||||||CI||||0
04|ENQAIS|2025-10-12|2026-01-01 15:47:12.746000|1|1|FFT||9099391576|0|HK||K6 ||||||DL||||0
04|ENQAIS|2025-10-12|2026-01-01 15:47:12.746000|2|2|FFT||WB3781541|0|HK||K6 ||||||CI||||0
04|WQVHYW|2026-01-01|2026-01-01 16:04:03.751000|1|1|FFT||9064226776|0|HK||K6 ||||||VN||||0
04|MCIJOA|2026-01-01|2026-01-01 16:10:09.861000|1|1|FFT||9064226776|0|HK||K6 ||||||VN||||0
04|CIXBYB|2025-12-21|2026-01-01 16:35:44.455000|1|1|FFT||90105409|0|HK||K6 ||||||VN||||0
04|SSPOKV|2026-01-01|2026-01-01 16:55:49.691000|1|1|FFT||109964081|NO AGREEMENT|NO||K6 ||||||TK||||0
04|JCFVAV|2025-12-31|2026-01-01 17:30:10.621000|1|1|FFT||9201926364|0|HK||K6 ||||||VN||||0
04|WPPMPK|2026-01-01|2026-01-01 18:01:19.313000|2|2|FFT||120729233986|0|HK||K6 ||||||KE||||0
04|WPPMPK|2026-01-01|2026-01-01 18:01:19.313000|3|3|FFT||520011834870|0|HK||K6 ||||||KE||||0
04|WPPMPK|2026-01-01|2026-01-01 18:01:19.313000|1|1|FFT||112318674451|0|HK||K6 ||||||KE||||0
04|MCILEW|2026-01-01|2026-01-01 18:13:03.463000|1|1|FFT||112318674451|0|HK||K6 ||||||KE||||0
04|MCILEW|2026-01-01|2026-01-01 18:13:03.463000|2|2|FFT||120729233986|0|HK||K6 ||||||KE||||0
04|MCILEW|2026-01-01|2026-01-01 18:13:03.463000|3|3|FFT||520011834870|0|HK||K6 ||||||KE||||0
04|MALOOL|2026-01-01|2026-01-01 18:31:55.506000|1|1|FFT||9067143238|0|HK||K6 ||||||VN||||0
04|KIOEYV|2025-11-14|2026-01-01 18:52:00.830000|1|1|FFT||9061683715|0|HK||K6 ||||||VN||||0
04|OXROGU|2026-01-01|2026-01-01 19:07:55.860000|1|1|FFT||9067169090|0|HK||K6 ||||||VN||||0
