25|UZVHSO|2025-01-04|1883569352184|2025-01-04|2025-01-08 04:40:00.000000|2|PNRP|SYS|SYS|||2025-01-08|04:40:00.000000|UZVHSO||||1883569352184|K6|K6|0|0|0||||||
25|CQFDZI|2025-02-27|1699047956073|2025-02-27|2025-02-27 13:05:00.000000|1|OC|SYS|SYS|||2025-02-27|13:05:00.000000|CQFDZI||||1699047956073|1A|K6|0|0|0||||||
25|CQFDZI|2025-02-27|1699047956074|2025-02-27|2025-02-27 13:05:00.000000|1|OC|SYS|SYS|||2025-02-27|13:05:00.000000|CQFDZI||||1699047956074|1A|K6|0|0|0||||||
25|HRRJLI|2025-03-01|7382827678366|2025-03-01|2025-03-01 20:53:00.000000|1|OC|SYS|SYS|||2025-03-01|20:53:00.000000|HRRJLI||||7382827678366|1S|K6|0|0|0||||||
25|HRRJLI|2025-03-01|7382827678367|2025-03-01|2025-03-01 20:53:00.000000|1|OC|SYS|SYS|||2025-03-01|20:53:00.000000|HRRJLI||||7382827678367|1S|K6|0|0|0||||||
25|KXCMMN|2025-03-07|1692831113477|2025-03-08|2025-03-08 12:44:00.000000|1|OC|SYS|SYS|||2025-03-08|12:44:00.000000|KXCMMN||||1692831113477|1A|K6|0|0|0||||||
25|KXCMMN|2025-03-07|1692831113478|2025-03-08|2025-03-08 12:44:00.000000|1|OC|SYS|SYS|||2025-03-08|12:44:00.000000|KXCMMN||||1692831113478|1A|K6|0|0|0||||||
25|SKUUMU|2025-02-27|7389085540535|2025-03-13|2025-03-13 09:08:00.000000|1|OC|SYS|SYS|||2025-03-13|09:08:00.000000|SKUUMU||||7389085540535|1A|K6|0|0|0||||||
25|SKUUMU|2025-02-27|7389085540537|2025-03-13|2025-03-13 09:08:00.000000|1|OC|SYS|SYS|||2025-03-13|09:08:00.000000|SKUUMU||||7389085540537|1A|K6|0|0|0||||||
25|DROQEE|2025-03-20|7383509759167|2025-03-20|2025-03-20 00:46:00.000000|1|OC|SYS|SYS|||2025-03-20|00:46:00.000000|DROQEE||||7383509759167|1A|K6|0|0|0||||||
