06|AAVHLO|2025-10-15|2026-01-02 01:00:13.909000|2|8|K6 |0841 |2|8|C|HK |N|Y|N|Y|Y|N|N|N|N|N||||0
06|AAVHLO|2025-10-15|2026-01-02 01:00:13.909000|1|7|K6 |0841 |2|8|B|HK |N|Y|N|N|Y|N|N|N|N|N||||0
06|AEDACY|2025-08-13|2026-01-01 21:53:23.611000|2|2|K6 |0102 |2|2|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|AEDACY|2025-08-13|2026-01-01 21:53:23.611000|1|1|K6 |0102 |2|2|B|HK |N|Y|N|Y|Y|N|N|N|N|N||||0
06|CAXCVL|2025-10-20|2026-01-02 01:52:28.085000|2|2|K6 |0825 |2|7|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|CAXCVL|2025-10-20|2026-01-02 01:52:28.085000|1|1|K6 |0825 |2|7|B|HK |N|Y|N|N|Y|N|N|N|N|N||||0
06|CBVYXN|2025-10-14|2026-01-02 02:31:25.138000|1|4|K6 |0850 |2|8|D|HK |N|Y|N|Y|N|N|Y|N|N|N||||0
06|CBVYXN|2025-10-14|2026-01-02 02:31:25.138000|2|5|K6 |0850 |2|8|E|HK |N|Y|N|N|N|N|Y|N|N|N||||0
06|DJHXHW|2025-05-29|2026-01-02 03:24:06.085000|1|1|K6 |0841 |2|8|F|HK |N|Y|Y|N|N|N|Y|N|N|N||||0
06|DJHXHW|2025-05-29|2026-01-02 03:24:06.085000|2|2|K6 |0841 |2|7|F|HK |N|Y|Y|N|N|N|Y|N|N|N||||0
06|DNGNPR|2025-10-09|2026-01-01 20:00:26.383000|3|3|K6 |0133 |2|2|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|DNGNPR|2025-10-09|2026-01-01 20:00:26.383000|1|1|K6 |0133 |2|2|C|HK |N|Y|N|Y|N|N|Y|N|N|N||||0
06|DNGNPR|2025-10-09|2026-01-01 20:00:26.383000|2|2|K6 |0133 |2|2|B|HK |N|Y|N|Y|Y|N|N|N|N|N||||0
06|DOUDCP|2025-12-02|2026-01-02 03:24:14.744000|1|1|K6 |0841 |2|6|C|HK |N|Y|N|Y|Y|N|N|N|N|N||||0
06|DRPOBN|2025-11-26|2026-01-02 03:24:05.327000|1|1|K6 |0841 |2|6|B|HK |N|Y|N|N|Y|N|N|N|N|N||||0
06|FDYPKF|2026-01-01|2026-01-01 21:31:15.700000|1|1|K6 |0105 |2|15|B|HK |N|Y|N|Y|Y|N|N|N|N|N||||0
06|FKDOFF|2025-12-27|2026-01-02 03:30:23.699000|1|1|K6 |0851 |2|15|G|HK |N|Y|Y|N|N|N|Y|N|N|N||||0
06|HZUYNZ|2026-01-01|2026-01-01 21:35:56.364000|2|1|K6 |0105 |2|15|C|HK |N|Y|N|Y|N|N|Y|N|N|N||||0
06|HZUYNZ|2026-01-01|2026-01-01 21:35:56.364000|3|2|K6 |0105 |2|15|D|HK |N|Y|Y|N|N|N|Y|N|N|N||||0
06|ISZSWF|2026-01-01|2026-01-01 22:10:34.953000|1|2|K6 |0724 |2|7|D|HK |N|Y|N|Y|N|N|Y|N|N|N||||0
06|ISZSWF|2026-01-01|2026-01-01 22:10:34.953000|1|1|K6 |0723 |2|15|D|HK |N|Y|N|Y|N|N|Y|N|N|N||||0
06|JKKMTM|2025-04-22|2026-01-02 06:19:45.115000|3|7|K6 |0824 |2|7|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|JKKMTM|2025-04-22|2026-01-02 06:19:45.115000|2|2|K6 |0825 |2|8|C|HK |N|Y|N|Y|Y|N|N|N|N|N||||0
06|JKKMTM|2025-04-22|2026-01-02 06:19:45.115000|3|3|K6 |0825 |2|8|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|JKKMTM|2025-04-22|2026-01-02 06:19:45.115000|2|6|K6 |0824 |2|7|C|HK |N|Y|N|Y|Y|N|N|N|N|N||||0
