04|JJEEER|2025-05-17|2026-01-01 02:00:25.247000|2|2|FFT||9054147839|0|HK||K6 ||||||VN||||0
04|JJEEER|2025-05-17|2026-01-01 02:00:25.247000|1|1|FFT||9054148998|0|HK||K6 ||||||VN||||0
04|NVGIOC|2025-08-09|2025-12-31 18:08:28.830000|1|1|FFT||5312887844|0|HK||K6 ||||||AF||||0
04|NVGIOC|2025-08-09|2025-12-31 18:08:28.830000|1|1|FFT||5312887844|0|HK||K6 ||||||AF|AFF |2025-12-30|22:53:00|7
04|YCNJCE|2025-09-19|2025-12-31 20:14:28.701000|1|1|FFT||95M50X8|NO AGREEMENT|NO||K6 ||||||AA|AFF |2025-09-19|10:25:00|2
04|YCNJCE|2025-09-19|2025-12-31 20:14:28.701000|1|1|FFT||95M50X8|NO AGREEMENT|NO||K6 ||||||AA||||0
04|KFNCCV|2025-09-19|2025-12-31 22:01:00.056000|1|1|FFT||WF1118092|0|HK||K6 ||||||CI|AFF |2025-12-31|16:13:00|8
04|KFNCCV|2025-09-19|2025-12-31 22:01:00.056000|1|1|FFT||WF1118092|0|HK||K6 ||||||CI||||0
04|NSMFAU|2025-10-05|2025-12-31 23:17:30.942000|1|1|FFT||9064606845|0|HK||K6 ||||||VN||||0
04|YJJFYE|2025-10-16|2025-12-31 21:15:43.609000|3|3|FFT||1158238523|0|HK||K6 ||||||AF||||0
04|YJJFYE|2025-10-16|2025-12-31 21:15:43.609000|4|4|FFT||1178785424|0|HK||K6 ||||||AF||||0
04|YJJFYE|2025-10-16|2025-12-31 21:15:43.609000|2|2|FFT||1178861551|0|HK||K6 ||||||AF||||0
04|YJJFYE|2025-10-16|2025-12-31 21:15:43.609000|1|1|FFT||2010738600|0|HK||K6 ||||||AF||||0
04|GQREIF|2025-11-09|2025-12-31 17:41:55.686000|1|1|FFT||9111192580|0|HK||K6 ||||||UX||||0
04|GQREIF|2025-11-09|2025-12-31 17:41:55.686000|1|1|FFT||9111192580|0|HK||K6 ||||||UX|AFF |2025-11-09|15:51:00|4
04|GQREIF|2025-11-09|2025-12-31 17:41:55.686000|2|2|FFT||9113758040|0|HK||K6 ||||||UX||||0
04|GQREIF|2025-11-09|2025-12-31 17:41:55.686000|1|2|FFT||9113758040|0|HK||K6 ||||||UX|XFF |2025-12-31|17:41:00|7
04|GQREIF|2025-11-09|2025-12-31 17:41:55.686000|1|2|FFT||9113758040|0|HK||K6 ||||||UX|AFF |2025-11-09|15:51:00|5
04|GQREIF|2025-11-09|2025-12-31 17:41:55.686000|2|2|FFT||9113758040|0|HK||K6 ||||||UX|AFF |2025-12-31|17:41:00|7
04|INBMZS|2025-11-15|2025-12-31 22:35:46.967000|1|1|FFT||1001930310|0|HK||K6 ||||||AF|XFF |2025-12-31|22:35:00|19
04|INBMZS|2025-11-15|2025-12-31 22:35:46.967000|2|1|FFT||1001930310|0|HK||K6 ||||||AF||||0
04|INBMZS|2025-11-15|2025-12-31 22:35:46.967000|2|1|FFT||1001930310|0|HK||K6 ||||||AF|AFF |2025-12-31|22:35:00|19
04|INBMZS|2025-11-15|2025-12-31 22:35:46.967000|1|1|FFT||1001930310|0|HK||K6 ||||||AF|AFF |2025-11-21|09:29:00|10
04|INBMZS|2025-11-15|2025-12-31 22:35:46.967000|1|2|FFT||1021964730|0|HK||K6 ||||||AF|XFF |2025-12-29|06:13:00|18
