06|AIHRNM|2025-09-22|2025-12-31 17:57:56.283000|1|1|K6 |0809 |2|32|A|HK |N|Y|Y|N|Y|N|N|N|N|N|X4G |2025-10-10|02:39:00|6
06|AIHRNM|2025-09-22|2025-12-31 17:57:56.283000|1|4|K6 |0809 |2|32|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|AIHRNM|2025-09-22|2025-12-31 17:57:56.283000|1|1|K6 |0809 |2|32|A|HK |N|Y|Y|N|Y|N|N|N|N|N|X4G |2025-09-30|22:44:00|5
06|AIHRNM|2025-09-22|2025-12-31 17:57:56.283000|1|2|K6 |0809 |2|32|A|HK |N|Y|Y|N|Y|N|N|N|N|N|A4G |2025-09-30|22:44:00|5
06|AIHRNM|2025-09-22|2025-12-31 17:57:56.283000|1|1|K6 |0809 |2|32|A|SS |N|Y|Y|N|Y|N|N|N|N|N|A4G |2025-09-22|02:41:00|2
06|AIHRNM|2025-09-22|2025-12-31 17:57:56.283000|1|2|K6 |0809 |2|32|A|HK |N|Y|Y|N|Y|N|N|N|N|N|A4G |2025-10-10|02:39:00|6
06|AUFTBO|2025-12-28|2025-12-31 19:48:49.842000|1|4|K6 |0108 |2|15|A|SS |N|Y|Y|N|Y|N|N|N|N|N|A4G |2025-12-28|05:15:00|8
06|AUFTBO|2025-12-28|2025-12-31 19:48:49.842000|2|2|K6 |0105 |2|2|A|SS |N|Y|Y|N|Y|N|N|N|N|N|A4G |2025-12-28|05:15:00|8
06|AUFTBO|2025-12-28|2025-12-31 19:48:49.842000|1|4|K6 |0108 |2|15|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|AUFTBO|2025-12-28|2025-12-31 19:48:49.842000|2|2|K6 |0105 |2|2|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|LUZEXX|2025-11-04|2025-12-31 20:05:53.925000|1|1|K6 |0809 |2|6|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|LUZEXX|2025-11-04|2025-12-31 20:05:53.925000|1|1|K6 |0809 |2|6|A|SS |N|Y|Y|N|Y|N|N|N|N|N|A4G |2025-12-01|14:34:00|4
06|KNTUPV|2025-10-12|2025-12-31 21:56:00.309000|2|2|K6 |0838 |2|15|A|SS |N|Y|Y|N|Y|N|N|N|N|N|A4G |2025-12-10|03:13:00|8
06|KNTUPV|2025-10-12|2025-12-31 21:56:00.309000|2|2|K6 |0838 |2|15|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|DPPRUK|2025-12-26|2025-12-31 22:48:07.238000|1|11|K6 |0840 |2|6|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|DPPRUK|2025-12-26|2025-12-31 22:48:07.238000|1|7|K6 |0809 |2|10|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|DPPRUK|2025-12-26|2025-12-31 22:48:07.238000|1|5|K6 |0840 |2|6|A|SS |N|Y|Y|N|Y|N|N|N|N|N|A4G |2025-12-26|19:35:00|2
06|DPPRUK|2025-12-26|2025-12-31 22:48:07.238000|1|1|K6 |0809 |2|10|A|SS |N|Y|Y|N|Y|N|N|N|N|N|A4G |2025-12-26|19:35:00|2
06|FPMDIG|2025-10-28|2026-01-01 01:12:40.421000|1|1|K6 |0107 |2|2|A|SS |N|Y|Y|N|Y|N|N|N|N|N|A4G |2025-12-23|02:02:00|5
06|FPMDIG|2025-10-28|2026-01-01 01:12:40.421000|1|1|K6 |0107 |2|2|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|MBUCJU|2025-05-16|2026-01-01 02:00:30.748000|1|1|K6 |0840 |2|7|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|MBUCJU|2025-05-16|2026-01-01 02:00:30.748000|1|3|K6 |0840 |2|7|A|SC |N|Y|Y|N|Y|N|N|N|N|N|A4G |2025-09-30|22:52:00|9
06|MBUCJU|2025-05-16|2026-01-01 02:00:30.748000|1|1|K6 |0840 |2|7|A|WK |N|Y|Y|N|Y|N|N|N|N|N|X4G |2025-09-30|22:52:00|9
06|MBUCJU|2025-05-16|2026-01-01 02:00:30.748000|1|1|K6 |0840 |2|7|A|SS |N|Y|Y|N|Y|N|N|N|N|N|A4G |2025-05-17|22:39:00|8
06|FTVQHK|2025-11-07|2026-01-01 02:13:38.300000|1|1|K6 |0130 |2|2|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|FTVQHK|2025-11-07|2026-01-01 02:13:38.300000|1|1|K6 |0130 |2|2|A|SS |N|Y|Y|N|Y|N|N|N|N|N|A4G |2025-12-31|04:16:00|7
06|MUSJMY|2025-09-23|2026-01-01 02:22:32.308000|1|1|K6 |0838 |2|15|A|HK |N|Y|Y|N|Y|N|N|N|N|N||||0
06|MUSJMY|2025-09-23|2026-01-01 02:22:32.308000|1|1|K6 |0838 |2|15|A|SS |N|Y|Y|N|Y|N|N|N|N|N|A4G |2025-12-23|03:32:00|8
06|JOFUED|2025-03-18|2026-01-01 04:04:57.954000|1|1|K6 |0105 |2|2|A|SS |N|Y|Y|N|Y|N|N|N|N|N|A4G |2026-01-01|04:04:00|15

